timesteps,wall_min,level,episodes_at_level,success_rate,fail_rate,top_failure,final_abs_heading_err,ep_rew_mean
372736,6.195511408646902,H3,97,1.0,0,,0.07489652470793537,278.1371765136719
376832,6.2655529379844666,H4,1,1.0,0,,0.025712383148714935,278.01690673828125
380928,6.333466998736063,H4,4,1.0,0,,0.05332285179134377,277.75164794921875
385024,6.401356585820516,H4,7,1.0,0,,0.05722119098266175,277.4674072265625
389120,6.469407494862875,H4,11,1.0,0,,0.05622327926821701,277.1409912109375
393216,6.537419807910919,H4,14,1.0,0,,0.05462327457485599,276.9888916015625
397312,6.604697851339976,H4,17,1.0,0,,0.052462923150999534,276.7480163574219
401408,6.6727612018585205,H4,21,1.0,0,,0.05031922975667126,276.473876953125
405504,6.740678970019022,H4,25,1.0,0,,0.05656339047673299,276.26165771484375
409600,6.805039183298747,H4,27,1.0,0,,0.06033613721467698,276.1590576171875
413696,6.8708717385927836,H4,31,1.0,0,,0.05997762177706671,275.811767578125
417792,6.937293839454651,H4,35,1.0,0,,0.06154336171697626,275.5128173828125
421888,7.004931636651357,H4,38,1.0,0,,0.061372159419116834,275.2616271972656
425984,7.072666362921397,H4,41,1.0,0,,0.060197215802523754,275.1815490722656
430080,7.141368043422699,H4,45,1.0,0,,0.05821186646553096,274.9056091308594
434176,7.209497638543447,H4,48,1.0,0,,0.05971870965074658,274.71173095703125
438272,7.277073808511099,H4,51,1.0,0,,0.06004430740540112,274.47845458984375
442368,7.345715987682342,H4,55,1.0,0,,0.0594066196063449,274.1380920410156
446464,7.414066990216573,H4,59,1.0,0,,0.059280699550778485,273.8133850097656
450560,7.481100555260976,H4,62,1.0,0,,0.06069824299367216,273.6069030761719
454656,7.547725601991018,H4,65,1.0,0,,0.06024998558284669,273.44439697265625
458752,7.6133512934048975,H4,69,1.0,0,,0.06427118594331337,273.16851806640625
462848,7.678850972652436,H4,72,1.0,0,,0.06618081037142791,272.8333435058594
466944,7.744450267155965,H4,75,1.0,0,,0.06637193044733233,272.57537841796875
471040,7.8111052433649695,H4,79,1.0,0,,0.06565079979195045,272.2364196777344
475136,7.878131504853567,H4,83,1.0,0,,0.06824203938382137,271.9073181152344
479232,7.942039052645366,H4,85,1.0,0,,0.0680659093533853,271.7200622558594
483328,8.009179238478342,H4,89,1.0,0,,0.07329521202654884,271.33282470703125
487424,8.07594012816747,H4,93,1.0,0,,0.0771958329648536,271.1385803222656
491520,8.14408717950185,H4,96,1.0,0,,0.08092666612808436,270.87774658203125
495616,8.210577317078908,H4,99,1.0,0,,0.0812413530888427,270.60467529296875
499712,8.281319848696391,H5,3,0.6666666666666666,0,,0.10818883890680316,270.4628601074219
503808,8.34706650575002,H5,5,0.4,0,,0.09547259751069533,270.7660827636719
507904,8.41156849861145,H5,8,0.25,0,,0.08694196770728535,270.6032409667969
512000,8.479467415809632,H5,11,0.18181818181818182,0,,0.08765930858724663,270.38555908203125
516096,8.546802198886871,H5,14,0.14285714285714285,0,,0.08398410493194573,270.2002258300781
520192,8.614543994267782,H5,17,0.11764705882352941,0,,0.09097896661950328,270.04852294921875
524288,8.680427511533102,H5,19,0.10526315789473684,0,,0.0953960791167918,270.45123291015625
528384,8.747883995374044,H5,22,0.09090909090909091,0,,0.10463278525698536,269.6289367675781
532480,8.816340899467468,H5,25,0.08,0,,0.10521254376613491,270.0303955078125
536576,8.884730219841003,H5,27,0.07407407407407407,0,,0.11088219144560289,270.1976318359375
540672,8.953727877140045,H5,31,0.06451612903225806,0,,0.1281165647002283,269.6872253417969
544768,9.019106233119965,H5,33,0.09090909090909091,0,,0.12998470664584202,269.8159484863281
548864,9.086537738641104,H5,36,0.08333333333333333,0,,0.13343455590031642,270.02593994140625
552960,9.153360549608866,H5,39,0.10256410256410256,0,,0.13685171129654009,270.54229736328125
557056,9.217473471164704,H5,41,0.0975609756097561,0,,0.13492991084775452,269.99139404296875
561152,9.286230448881785,H5,45,0.1111111111111111,0,,0.13424940918503137,270.4107666015625
565248,9.353514909744263,H5,47,0.1276595744680851,0,,0.13781841362616923,270.8311767578125
569344,9.419524121284486,H5,50,0.14,0,,0.14210128676538009,271.1361999511719
573440,9.487077347437541,H5,53,0.1320754716981132,0,,0.14384381086498155,270.8540344238281
577536,9.554597536722818,H5,55,0.14545454545454545,0,,0.14831949784417237,271.09783935546875
581632,9.621068561077118,H5,58,0.15517241379310345,0,,0.15024545952489607,271.2763366699219
585728,9.68724170923233,H5,61,0.16393442622950818,0,,0.15208418978226151,271.8040771484375
589824,9.754028975963593,H5,64,0.171875,0,,0.1524473683264613,272.1747741699219
593920,9.820929718017577,H5,67,0.16417910447761194,0,,0.1532101188186221,272.2135314941406
598016,9.885898570219675,H5,69,0.17391304347826086,0,,0.15370465930524277,272.7695007324219
602112,9.954249211152394,H5,72,0.19444444444444445,0,,0.15253861609619804,273.5765686035156
606208,10.020929956436158,H5,75,0.2,0,,0.166782416003012,273.9035949707031
610304,10.08776450951894,H5,78,0.20512820512820512,0,,0.1766293403087647,274.5960998535156
614400,10.155912951628368,H5,81,0.20987654320987653,0,,0.17975189591986124,274.88995361328125
618496,10.22074596484502,H5,83,0.20481927710843373,0,,0.1813708129254006,274.978759765625
622592,10.286572587490081,H5,86,0.19767441860465115,0,,0.177274488208907,275.5807189941406
626688,10.354836010932923,H5,89,0.20224719101123595,0,,0.17695051169049364,275.8163757324219
630784,10.42094315290451,H5,92,0.1956521739130435,0,,0.1831251710763045,276.3240661621094
634880,10.48792512814204,H5,95,0.18947368421052632,0,,0.19001492444099255,276.64703369140625
638976,10.555646053949992,H5,97,0.18556701030927836,0,,0.18595994329914603,276.6041259765625
643072,10.623327640692393,H5,100,0.19,0,,0.18058992062371104,277.3299865722656
647168,10.688639763991038,H5,103,0.17,0,,0.1870921411755355,277.0733947753906
651264,10.755682039260865,H5,106,0.17,0,,0.19647859768073508,277.2851257324219
655360,10.823648818333943,H5,109,0.17,0,,0.20194595199432855,277.9602355957031
659456,10.88946973880132,H5,111,0.19,0,,0.2048557554572524,279.0340576171875
663552,10.956363622347514,H5,114,0.2,0,,0.20830825141827064,279.8476257324219
667648,11.024298107624054,H5,117,0.2,0,,0.213304749031265,279.82989501953125
671744,11.093292387326558,H5,120,0.22,0,,0.21917940185501764,280.4488220214844
675840,11.163359455267589,H5,123,0.22,0,,0.214125438148358,280.8087463378906
679936,11.231560484568279,H5,125,0.23,0,,0.20862017800779376,280.8726806640625
684032,11.30153964360555,H5,128,0.25,0,,0.19407769439158437,281.6058654785156
688128,11.36835797627767,H5,131,0.27,0,,0.1869247490891059,282.7331237792969
692224,11.433497722943624,H5,134,0.27,0,,0.1846061217726105,283.0440368652344
696320,11.502118730545044,H5,137,0.28,0,,0.18081093019555403,283.4420471191406
700416,11.568765151500703,H5,139,0.28,0,,0.18248201825307525,283.6968994140625
704512,11.637726759910583,H5,142,0.28,0,,0.17497242171262953,284.5052490234375
708608,11.706009952227275,H5,145,0.29,0,,0.1664859888673967,285.1248779296875
712704,11.772595425446829,H5,148,0.29,0,,0.16771334148163433,285.6401062011719
716800,11.84152824083964,H5,151,0.3,0,,0.1700975541891591,287.12945556640625
720896,11.90965150197347,H5,153,0.3,0,,0.16612514717199545,287.3700256347656
724992,11.977542245388031,H5,156,0.3,0,,0.16429807543063832,287.94842529296875
729088,12.04791001478831,H5,159,0.3,0,,0.15975930886753298,288.5003662109375
733184,12.118292490641275,H5,162,0.3,0,,0.15431648633942935,289.2669372558594
737280,12.18610935608546,H5,165,0.3,0,,0.1619969597325619,289.9081115722656
741376,12.25492505232493,H5,167,0.31,0,,0.16181008237026567,290.5362548828125
745472,12.324314991633097,H5,170,0.3,0,,0.15497460204469682,290.75408935546875
749568,12.392945567766825,H5,173,0.3,0,,0.14821879027904777,291.25811767578125
753664,12.459383936723073,H5,175,0.29,0,,0.1473128792453479,291.4234619140625
757760,12.53066343863805,H5,179,0.28,0,,0.1478673495205163,291.1600036621094
761856,12.597856636842092,H5,181,0.29,0,,0.14621893965752705,291.7428283691406
765952,12.66704148054123,H5,184,0.3,0,,0.14383527346824843,292.56475830078125
770048,12.735706468423208,H5,187,0.31,0,,0.1515401563339183,292.8782653808594
774144,12.801533540089926,H5,189,0.31,0,,0.14619654636103413,293.2878723144531
778240,12.870571120580037,H5,192,0.31,0,,0.14808981369541818,293.52471923828125
782336,12.937628157933553,H5,195,0.32,0,,0.1494665399961997,293.9936828613281
786432,13.006406092643738,H5,198,0.33,0,,0.15701237883211058,294.57513427734375
790528,13.074375363190969,H5,201,0.33,0,,0.16597847156096307,295.0738220214844
794624,13.14240502913793,H5,203,0.34,0,,0.17323323438199792,295.4967041015625
798720,13.211742488543193,H5,206,0.34,0,,0.17151034107559482,295.76318359375
802816,13.282842902342479,H5,209,0.36,0,,0.18414485511595288,296.1288146972656
806912,13.350600405534108,H5,212,0.34,0,,0.2029499560963768,295.44512939453125
811008,13.420336711406708,H5,215,0.35,0,,0.20748619958935507,295.6810302734375
815104,13.486230421066285,H5,217,0.37,0,,0.20614225825569676,296.4737243652344
819200,13.553954243659973,H5,220,0.37,0,,0.21653992716305495,296.7201843261719
823296,13.621955474217733,H5,223,0.39,0,,0.2286154798865626,297.2581787109375
827392,13.688776266574859,H5,226,0.38,0,,0.23658761226630012,297.37628173828125
831488,13.758043853441874,H5,229,0.39,0,,0.24684704672978264,297.7669982910156
835584,13.825447261333466,H5,231,0.38,0,,0.25104960836692136,297.0931396484375
839680,13.894407669703165,H5,234,0.38,0,,0.26377717935527734,297.2353515625
843776,13.963851980368297,H5,237,0.38,0,,0.27303146892244917,297.19696044921875
847872,14.033362444241842,H5,240,0.38,0,,0.28533467648657085,297.1185302734375
851968,14.102527908484142,H5,243,0.4,0,,0.2990843147455234,297.2149353027344
856064,14.172524913152058,H5,245,0.4,0,,0.30919985917091375,297.197509765625
860160,14.245253161589305,H5,248,0.41,0,,0.30507879954147765,296.57379150390625
864256,14.317398389180502,H5,251,0.43,0,,0.2977210383184016,296.288818359375
868352,14.385710509618123,H5,254,0.45,0,,0.28594660197751615,296.476318359375
872448,14.454135191440582,H5,257,0.45,0,,0.2883283087721454,295.99212646484375
